user_id,plan_type,subscription_days,cohort_month,acquisition_channel,cac,is_new_user,active_days_l30,watch_sessions_l30,total_watch_time_l30,active_days_l60,watch_sessions_l60,total_watch_time_l60,active_days_l90,watch_sessions_l90,total_watch_time_l90,completion_rate_l30,binge_sessions_l30,content_diversity_score,avg_session_duration,last_watch_days_ago,trial_user,is_paid,churned_90d
U02769,Family,163,2025-11,paid,97,0,6,14,28,7,17,35,11,27,54,0.25,7,0.41,67,23,0,1,0
U02770,Hollywood,250,2025-06,paid,144,0,8,13,52,11,18,72,14,22,91,0.56,2,0.31,58,6,0,1,0
U02771,Family,492,2024-07,paid,96,0,10,11,22,13,15,30,21,23,46,0.77,12,0.29,29,4,0,1,0
U02772,Hollywood,159,2023-04,paid,79,0,15,19,76,21,27,109,28,35,142,0.21,9,0.2,43,8,0,1,0
U02773,Hollywood,233,2025-02,paid,113,0,7,22,44,10,32,64,10,34,68,0.32,7,0.28,38,41,0,1,1
U02774,Family,279,2024-06,paid,133,0,20,19,57,26,25,75,34,32,97,0.6,9,0.85,48,43,0,1,0
U02775,Family,149,2024-09,organic,0,0,5,11,22,6,14,28,9,20,40,0.89,11,0.7,35,36,0,1,0
U02776,Hollywood,287,2023-08,paid,72,0,7,6,12,11,9,19,14,12,25,0.55,3,0.28,51,13,0,1,0
U02777,Hollywood,319,2025-08,organic,0,0,8,3,6,10,3,7,11,4,8,0.51,10,0.64,42,40,0,1,1
U02778,Hollywood,414,2024-05,organic,0,0,8,12,24,10,15,30,13,20,40,0.26,14,0.38,66,26,0,1,0
U02779,Hollywood,48,2025-06,organic,0,0,4,6,18,5,8,26,7,11,33,0.69,2,0.53,44,27,0,1,0
U02780,Hollywood,90,2024-03,organic,0,0,17,18,36,22,23,47,36,38,77,0.36,7,0.75,24,2,0,1,0
U02781,Hollywood,429,2024-09,organic,0,0,5,10,40,6,13,55,7,14,57,0.24,7,0.5,27,4,0,1,0
U02782,Family,363,2025-03,organic,0,0,7,9,36,9,12,50,12,15,63,0.63,14,0.55,29,32,0,1,0
U02783,Family,252,2023-07,paid,123,0,3,6,12,3,7,15,6,12,24,0.73,8,0.77,32,25,0,1,0
U02784,Family,88,2024-07,paid,91,0,4,8,24,4,9,29,6,12,38,0.58,2,0.6,69,2,0,1,0
U02785,Hollywood,477,2024-09,paid,134,0,14,15,60,17,18,73,19,21,84,0.35,9,0.81,40,5,0,1,0
U02786,Hollywood,122,2025-06,organic,0,0,7,15,30,8,18,36,10,21,43,0.53,11,0.61,42,6,0,1,0
U02787,Family,241,2023-10,organic,0,0,21,14,28,27,18,37,38,25,51,0.27,11,0.43,20,42,0,1,1
U02788,Family,153,2025-04,organic,0,0,11,16,48,13,20,60,22,32,97,0.94,10,0.27,44,15,0,1,0
U02789,Hollywood,5,2025-02,paid,149,1,14,19,38,17,23,47,28,39,78,0.21,14,0.64,50,44,1,0,1
U02790,Hollywood,362,2023-12,paid,77,0,11,16,64,15,23,92,19,28,113,0.6,9,0.71,40,19,0,1,0
U02791,Family,111,2024-05,organic,0,0,17,8,24,24,11,34,34,16,48,0.32,2,0.66,56,33,0,1,0
U02792,Family,263,2024-07,paid,90,0,13,23,69,20,36,108,24,42,128,0.88,8,0.74,62,23,0,1,0
U02793,Hollywood,236,2023-05,organic,0,0,2,3,9,3,4,13,2,4,12,0.4,8,0.4,22,29,0,1,1
U02794,Family,71,2023-09,paid,137,0,21,23,92,25,28,113,30,33,134,0.21,5,0.45,54,0,0,1,0
U02795,Hollywood,203,2024-05,organic,0,0,6,5,10,8,6,13,10,8,17,0.87,11,0.31,66,31,0,1,0
U02796,Family,140,2023-03,organic,0,0,9,10,40,12,14,56,14,16,64,0.86,14,0.31,50,33,0,1,0
U02797,Family,107,2025-09,paid,123,0,14,8,24,18,10,31,23,13,40,0.66,10,0.34,31,7,0,1,0
U02798,Family,262,2023-08,organic,0,0,20,11,33,28,15,46,33,18,56,0.71,13,0.57,55,25,0,1,0
U02799,Family,433,2023-10,paid,118,0,6,10,30,8,13,41,9,15,47,0.42,12,0.76,26,34,0,1,1
U02800,Hollywood,396,2024-05,paid,146,0,14,25,100,20,37,148,27,48,194,0.27,10,0.51,61,11,0,1,0
U02801,Family,122,2023-06,paid,117,0,6,6,18,8,8,25,9,9,28,0.88,1,0.84,21,7,0,1,0
U02802,Family,181,2025-06,organic,0,0,10,15,30,13,19,39,18,28,56,0.23,7,0.63,63,35,0,1,1
U02803,Hollywood,482,2023-10,organic,0,0,14,15,60,18,19,79,22,23,95,0.26,9,0.53,60,12,0,1,0
U02804,Family,89,2024-03,organic,0,0,3,10,30,3,13,39,4,14,44,0.43,4,0.82,22,40,0,1,1
U02805,Hollywood,154,2025-10,organic,0,0,15,27,81,18,32,97,24,44,132,0.39,10,0.41,30,5,0,1,0
U02806,Hollywood,210,2024-08,paid,79,0,14,14,28,16,16,33,29,29,59,0.86,2,0.67,22,8,0,1,0
U02807,Hollywood,40,2025-11,organic,0,0,5,4,16,7,6,24,10,8,34,0.86,10,0.61,24,28,0,1,0
U02808,Hollywood,98,2025-09,organic,0,0,5,9,36,7,13,55,9,16,64,0.4,2,0.31,58,15,0,1,0
U02809,Family,49,2025-01,paid,83,0,13,30,90,19,44,134,20,47,143,0.36,1,0.72,28,1,0,1,0
U02810,Hollywood,375,2024-10,paid,90,0,17,13,39,20,15,47,30,23,70,0.94,1,0.66,32,26,0,1,0
U02811,Hollywood,179,2024-05,organic,0,0,5,6,12,6,7,15,8,10,20,0.44,10,0.39,36,25,0,1,0
U02812,Family,430,2025-10,paid,148,0,5,3,9,7,4,14,9,5,17,0.51,0,0.73,54,17,0,1,0
U02813,Family,68,2025-08,organic,0,0,2,10,40,2,12,50,3,15,61,0.69,7,0.49,22,11,0,1,0
U02814,Hollywood,423,2025-07,paid,99,0,3,8,32,4,12,50,6,16,65,0.93,10,0.79,66,17,0,1,0
U02815,Hollywood,257,2025-01,paid,101,0,2,5,10,2,7,14,3,8,17,0.68,10,0.25,61,33,0,1,0
U02816,Family,188,2024-01,organic,0,0,9,4,16,13,5,23,18,8,32,0.76,9,0.24,61,25,0,1,0
U02817,Hollywood,151,2025-06,paid,104,0,20,27,108,25,34,137,40,55,220,0.83,10,0.52,24,13,0,1,0
U02818,Family,444,2024-12,paid,90,0,15,21,84,21,30,120,26,36,146,0.63,0,0.87,32,25,0,1,0
U02819,Family,170,2023-07,paid,94,0,3,6,12,3,7,15,4,8,17,0.63,4,0.4,51,34,0,1,0
U02820,Family,28,2025-01,paid,105,1,21,14,28,33,22,44,33,22,44,0.63,13,0.64,23,33,1,0,0
U02821,Family,460,2025-11,paid,91,0,16,8,32,24,12,49,24,12,48,0.64,1,0.6,66,9,0,1,0
U02822,Hollywood,286,2024-11,paid,111,0,6,7,21,9,10,31,11,13,40,0.76,11,0.58,62,4,0,1,0
U02823,Family,27,2025-10,paid,94,1,5,10,30,6,13,40,7,14,44,0.51,14,0.72,55,21,1,0,0
U02824,Hollywood,280,2025-03,paid,122,0,21,17,34,32,26,53,38,30,61,0.38,0,0.51,61,10,0,1,0
U02825,Hollywood,59,2023-03,paid,135,0,4,9,18,5,11,23,7,17,35,0.89,9,0.26,56,1,0,1,0
U02826,Hollywood,247,2025-02,paid,118,0,18,14,28,25,19,39,39,30,61,0.51,12,0.38,21,43,0,1,0
U02827,Hollywood,163,2025-07,paid,118,0,16,12,36,24,18,56,26,20,60,0.22,2,0.69,25,22,0,1,0
U02828,Family,112,2025-09,paid,128,0,15,29,58,22,43,87,25,50,100,0.89,3,0.31,30,34,0,1,0
U02829,Family,45,2025-05,organic,0,0,10,23,69,14,34,103,15,35,106,0.86,14,0.89,55,21,0,1,0
U02830,Hollywood,415,2024-03,paid,132,0,6,14,28,8,20,40,13,30,61,0.82,0,0.57,63,24,0,1,0
U02831,Hollywood,28,2025-11,organic,0,1,12,19,76,14,23,93,26,41,166,0.27,9,0.37,69,19,1,0,0
U02832,Hollywood,194,2024-07,organic,0,0,10,24,72,15,37,111,14,34,104,0.51,0,0.72,26,22,0,1,0
U02833,Hollywood,466,2024-04,paid,128,0,5,13,39,7,19,58,10,26,79,0.89,4,0.87,35,8,0,1,0
U02834,Hollywood,116,2025-01,paid,132,0,3,12,24,4,19,38,4,16,33,0.32,0,0.72,36,11,0,1,0
U02835,Family,178,2023-11,paid,112,0,5,8,24,6,11,33,8,14,42,0.26,13,0.53,64,13,0,1,0
U02836,Hollywood,240,2023-07,paid,130,0,19,14,28,23,17,34,38,28,56,0.87,3,0.78,57,16,0,1,0
U02837,Family,3,2023-10,paid,137,1,9,9,27,13,13,39,13,13,40,0.43,0,0.65,38,17,1,0,0
U02838,Hollywood,391,2023-01,paid,105,0,5,7,28,7,11,44,10,15,60,0.28,6,0.58,33,30,0,1,1
U02839,Family,2,2024-04,organic,0,1,8,3,6,10,4,8,13,4,9,0.43,2,0.76,45,16,1,0,0
U02840,Family,373,2025-05,organic,0,0,16,27,54,20,35,70,30,51,102,0.81,13,0.55,25,27,0,1,0
U02841,Family,56,2024-04,paid,126,0,4,3,9,6,4,13,5,4,13,0.84,10,0.48,39,32,0,1,0
U02842,Hollywood,424,2025-12,paid,82,0,4,14,56,5,17,70,6,23,94,0.75,4,0.7,54,5,0,1,0
U02843,Hollywood,222,2024-12,organic,0,0,14,11,22,20,16,32,22,17,35,0.34,3,0.66,57,15,0,1,0
U02844,Family,489,2025-04,organic,0,0,17,11,33,25,16,49,27,18,54,0.28,10,0.34,50,4,0,1,0
U02845,Hollywood,383,2025-11,paid,134,0,14,16,32,17,19,39,27,31,63,0.86,11,0.43,61,13,0,1,0
U02846,Hollywood,173,2024-09,paid,101,0,8,14,28,12,21,43,14,25,51,0.56,1,0.78,64,39,0,1,1
U02847,Hollywood,438,2024-03,organic,0,0,8,16,64,10,20,83,14,29,117,0.52,14,0.5,44,33,0,1,0
U02848,Hollywood,119,2025-07,paid,124,0,13,18,72,16,22,91,18,25,102,0.22,0,0.75,30,34,0,1,1
U02849,Family,406,2024-07,paid,142,0,7,9,18,8,11,22,12,16,33,0.6,1,0.7,45,5,0,1,0
U02850,Family,127,2025-10,organic,0,0,6,6,24,7,7,30,8,8,34,0.62,5,0.58,43,14,0,1,0
U02851,Family,357,2024-10,organic,0,0,9,11,33,11,14,42,19,23,71,0.72,5,0.24,23,6,0,1,0
U02852,Hollywood,375,2025-04,paid,143,0,15,25,50,22,37,75,26,44,89,0.48,14,0.33,37,31,0,1,0
U02853,Hollywood,400,2024-09,paid,86,0,11,9,36,16,13,53,21,17,69,0.64,4,0.65,24,31,0,1,0
U02854,Hollywood,67,2023-12,paid,84,0,2,7,14,2,10,20,4,14,28,0.23,12,0.63,69,7,0,1,0
U02855,Hollywood,351,2024-11,paid,105,0,3,3,9,3,3,11,5,5,15,0.84,1,0.44,66,10,0,1,0
U02856,Family,412,2025-10,paid,89,0,18,27,108,27,41,164,32,48,194,0.59,13,0.62,30,4,0,1,0
U02857,Hollywood,350,2023-11,paid,107,0,10,18,72,12,23,93,14,25,103,0.94,10,0.83,48,13,0,1,0
U02858,Hollywood,73,2023-07,organic,0,0,10,12,24,14,17,34,17,20,40,0.7,14,0.5,40,44,0,1,1
U02859,Family,261,2023-09,organic,0,0,4,10,30,6,15,47,7,19,57,0.66,5,0.71,51,11,0,1,0
U02860,Family,179,2025-12,paid,130,0,6,10,40,8,14,58,9,15,63,0.23,3,0.2,28,37,0,1,1
U02861,Family,254,2024-09,paid,84,0,16,19,76,22,26,106,25,30,120,0.89,13,0.87,42,30,0,1,0
U02862,Family,133,2025-11,paid,115,0,6,12,36,8,17,53,10,20,62,0.51,9,0.25,37,31,0,1,0
U02863,Family,96,2025-06,paid,73,0,5,6,24,7,9,38,7,9,36,0.65,5,0.74,66,28,0,1,0
U02864,Family,259,2025-01,paid,81,0,10,10,40,14,14,59,16,16,64,0.49,4,0.3,53,35,0,1,0
U02865,Family,37,2023-05,organic,0,0,10,13,39,14,18,54,14,19,57,0.26,13,0.9,52,35,0,1,1
U02866,Family,492,2025-03,organic,0,0,6,3,6,8,4,8,12,6,12,0.48,3,0.67,46,7,0,1,0
U02867,Family,137,2024-06,paid,88,0,22,17,34,29,22,45,37,29,58,0.93,7,0.25,62,10,0,1,0
U02868,Hollywood,225,2024-06,organic,0,0,8,11,44,12,17,68,16,22,88,0.94,14,0.68,44,0,0,1,0
U02869,Family,151,2025-07,organic,0,0,17,15,30,22,19,39,35,31,62,0.42,13,0.3,24,0,0,1,0
U02870,Hollywood,245,2024-03,paid,137,0,9,8,16,13,12,24,16,14,29,0.21,2,0.58,21,42,0,1,1
U02871,Hollywood,315,2024-12,paid,99,0,8,9,18,11,13,26,14,16,32,0.49,7,0.83,56,25,0,1,0
U02872,Family,435,2023-03,organic,0,0,13,17,34,17,22,44,21,27,55,0.25,6,0.76,21,6,0,1,0
U02873,Hollywood,149,2025-02,organic,0,0,12,17,34,17,24,49,18,26,53,0.34,1,0.55,34,6,0,1,0
U02874,Hollywood,482,2023-05,paid,70,0,7,20,60,8,24,72,13,38,116,0.3,7,0.46,40,8,0,1,0
U02875,Hollywood,241,2023-11,organic,0,0,6,12,24,9,18,37,11,23,46,0.7,3,0.55,28,39,0,1,0
U02876,Hollywood,408,2023-03,organic,0,0,4,5,10,5,6,13,6,8,16,0.39,8,0.24,42,1,0,1,0
U02877,Family,288,2023-04,paid,98,0,14,20,80,17,25,101,26,37,151,0.31,4,0.75,40,10,0,1,0
U02878,Hollywood,164,2024-04,organic,0,0,13,20,60,16,25,76,28,43,130,0.76,13,0.83,44,5,0,1,0
U02879,Hollywood,410,2024-06,paid,107,0,17,28,112,20,34,137,30,50,201,0.28,4,0.21,24,4,0,1,0
U02880,Family,408,2024-12,paid,132,0,3,4,12,3,5,15,6,8,24,0.23,6,0.72,35,39,0,1,1
U02881,Family,197,2023-08,organic,0,0,12,13,52,16,17,70,21,23,94,0.53,6,0.67,44,37,0,1,0
U02882,Family,82,2024-02,paid,102,0,4,13,52,6,20,81,6,20,82,0.55,10,0.63,50,22,0,1,0
U02883,Hollywood,424,2023-02,paid,105,0,3,4,12,4,5,17,5,7,23,0.67,1,0.78,50,2,0,1,0
U02884,Family,30,2023-08,paid,117,0,10,8,24,13,10,31,19,15,46,0.3,13,0.8,46,25,0,0,0
U02885,Hollywood,209,2023-12,organic,0,0,9,15,60,12,21,86,14,24,96,0.87,11,0.88,41,43,0,1,0
U02886,Family,417,2025-01,organic,0,0,5,7,21,6,9,27,9,13,40,0.7,9,0.44,43,6,0,1,0
U02887,Hollywood,122,2023-06,organic,0,0,11,10,40,17,15,62,19,17,69,0.88,6,0.29,45,42,0,1,0
U02888,Family,101,2024-03,organic,0,0,5,11,33,7,17,51,10,24,72,0.27,4,0.23,38,21,0,1,0
U02889,Family,76,2025-01,paid,114,0,20,15,60,25,19,77,34,25,103,0.48,10,0.8,48,17,0,1,0
U02890,Family,291,2023-03,organic,0,0,4,5,15,5,7,21,6,7,23,0.55,14,0.73,67,17,0,1,0
U02891,Hollywood,14,2024-05,organic,0,1,10,9,27,15,13,41,14,13,39,0.65,10,0.56,23,3,1,0,0
U02892,Hollywood,493,2025-07,organic,0,0,9,14,28,11,17,35,14,21,43,0.34,1,0.74,58,29,0,1,0
U02893,Family,299,2025-12,organic,0,0,4,10,30,5,12,38,7,17,52,0.59,11,0.68,58,0,0,1,0
U02894,Hollywood,180,2023-06,paid,140,0,11,12,48,17,18,74,17,18,75,0.65,14,0.71,23,35,0,1,0
U02895,Family,425,2025-04,paid,101,0,4,4,8,6,6,12,5,5,11,0.68,10,0.72,55,7,0,1,0
U02896,Family,55,2025-02,organic,0,0,11,26,78,17,41,124,21,50,152,0.27,0,0.43,62,23,0,1,0
U02897,Family,448,2025-04,paid,136,0,12,14,42,17,20,60,17,20,62,0.63,7,0.89,35,9,0,1,0
U02898,Hollywood,155,2025-09,paid,81,0,5,13,39,6,17,53,10,27,81,0.88,10,0.83,50,40,0,1,0
U02899,Family,190,2025-04,paid,123,0,12,8,32,18,12,49,24,16,65,0.51,1,0.69,47,40,0,1,1
U02900,Hollywood,263,2025-12,paid,130,0,8,5,10,11,6,13,14,8,17,0.38,5,0.44,50,43,0,1,1
U02901,Hollywood,288,2025-05,organic,0,0,12,17,51,15,22,67,18,25,77,0.57,9,0.78,31,26,0,1,0
U02902,Family,92,2025-05,paid,115,0,7,9,27,10,13,41,11,14,44,0.41,14,0.63,26,35,0,1,1
U02903,Family,135,2025-02,paid,99,0,6,19,57,8,25,77,8,27,83,0.89,13,0.24,21,7,0,1,0
U02904,Hollywood,285,2023-08,paid,89,0,6,12,36,8,17,52,10,21,64,0.36,12,0.35,55,25,0,1,0
U02905,Hollywood,13,2023-04,paid,95,1,7,12,36,11,18,56,11,20,61,0.31,2,0.5,44,19,1,0,1
U02906,Hollywood,30,2024-02,organic,0,0,9,11,22,13,16,33,15,19,38,0.34,12,0.71,61,0,0,0,0
U02907,Hollywood,478,2023-07,paid,83,0,7,13,52,10,19,77,11,21,87,0.22,3,0.32,61,21,0,1,0
U02908,Hollywood,401,2024-02,organic,0,0,4,15,45,6,23,70,5,22,66,0.33,7,0.42,66,20,0,1,0
U02909,Hollywood,95,2023-03,organic,0,0,5,18,54,6,24,72,10,37,111,0.7,3,0.7,62,1,0,1,0
U02910,Hollywood,288,2025-10,paid,130,0,5,4,8,7,5,11,9,7,15,0.52,0,0.4,63,28,0,1,0
U02911,Family,98,2023-02,paid,91,0,7,11,44,10,16,66,13,21,84,0.41,7,0.61,46,27,0,1,0
U02912,Family,114,2024-06,organic,0,0,13,10,30,19,15,45,26,20,61,0.83,11,0.7,25,8,0,1,0
U02913,Hollywood,241,2025-10,organic,0,0,8,11,22,10,14,29,16,22,44,0.69,14,0.4,53,13,0,1,0
U02914,Family,463,2023-07,paid,75,0,16,25,75,21,34,102,26,41,123,0.56,3,0.82,34,20,0,1,0
U02915,Hollywood,458,2025-04,organic,0,0,3,3,6,4,4,8,5,5,10,0.72,8,0.62,29,1,0,1,0
U02916,Hollywood,172,2024-04,paid,149,0,11,23,46,15,32,65,22,47,94,0.38,6,0.3,36,10,0,1,0
U02917,Hollywood,322,2024-02,paid,120,0,12,18,54,17,26,78,18,27,81,0.32,6,0.29,63,10,0,1,0
U02918,Hollywood,273,2023-06,paid,109,0,9,9,27,14,14,42,16,16,48,0.53,10,0.49,67,18,0,1,0
U02919,Family,300,2024-06,organic,0,0,8,5,10,10,6,12,16,10,20,0.27,12,0.75,40,33,0,1,1
U02920,Family,421,2024-07,paid,107,0,8,10,30,12,15,45,17,21,65,0.89,9,0.41,57,16,0,1,0
U02921,Family,115,2025-06,paid,71,0,8,10,20,10,13,27,15,19,39,0.51,5,0.77,51,32,0,1,0
U02922,Family,476,2025-06,paid,103,0,6,5,15,9,7,23,10,8,26,0.21,5,0.64,23,4,0,1,0
U02923,Hollywood,497,2025-02,organic,0,0,1,6,18,1,8,24,1,9,27,0.57,10,0.89,63,17,0,1,0
U02924,Hollywood,274,2023-05,organic,0,0,10,23,69,15,35,107,20,46,138,0.41,10,0.35,31,0,0,1,0
U02925,Hollywood,146,2023-01,organic,0,0,4,10,20,5,14,28,7,19,39,0.26,4,0.81,41,27,0,1,1
U02926,Family,464,2025-03,organic,0,0,7,18,36,9,24,48,12,33,66,0.94,1,0.46,58,28,0,1,0
U02927,Hollywood,50,2023-01,organic,0,0,17,9,18,22,11,23,24,12,25,0.85,14,0.59,25,33,0,1,0
U02928,Hollywood,224,2025-05,paid,113,0,19,11,22,25,14,29,33,19,38,0.78,11,0.42,38,21,0,1,0
U02929,Family,353,2024-03,paid,125,0,19,20,80,26,27,110,27,28,114,0.92,10,0.47,43,22,0,1,0
U02930,Hollywood,351,2024-08,organic,0,0,11,8,32,14,10,41,19,14,58,0.53,0,0.61,36,2,0,1,0
U02931,Hollywood,313,2023-04,organic,0,0,13,10,20,18,13,27,23,17,35,0.79,6,0.41,26,3,0,1,0
U02932,Family,339,2023-07,paid,132,0,10,16,64,12,19,77,20,32,130,0.82,9,0.73,26,26,0,1,0
U02933,Family,401,2025-07,organic,0,0,11,26,52,14,33,66,20,49,99,0.78,14,0.33,59,20,0,1,0
U02934,Hollywood,13,2024-03,paid,101,1,2,4,8,3,6,12,3,7,14,0.21,10,0.51,38,11,1,0,1
U02935,Family,334,2023-03,paid,134,0,8,14,28,12,21,43,11,20,41,0.62,5,0.21,36,37,0,1,0
U02936,Hollywood,408,2023-07,paid,134,0,9,23,92,11,29,116,19,49,196,0.57,7,0.48,34,25,0,1,0
U02937,Family,281,2023-11,paid,136,0,4,7,21,5,9,27,8,15,45,0.66,3,0.31,29,35,0,1,0
U02938,Hollywood,178,2024-08,paid,82,0,6,4,8,8,5,10,10,6,13,0.44,12,0.8,64,26,0,1,0
U02939,Family,356,2023-12,organic,0,0,5,5,20,6,6,24,10,10,41,0.42,9,0.69,32,11,0,1,0
U02940,Family,489,2024-09,organic,0,0,15,7,28,21,10,40,28,13,52,0.68,8,0.42,28,38,0,1,0
U02941,Hollywood,185,2025-04,paid,101,0,6,4,8,9,6,12,11,7,15,0.39,7,0.48,57,19,0,1,0
U02942,Hollywood,410,2025-12,paid,90,0,10,9,27,13,11,35,14,13,40,0.45,12,0.53,47,10,0,1,0
U02943,Family,187,2024-12,paid,98,0,7,20,60,10,29,88,10,29,88,0.62,2,0.77,59,9,0,1,0
U02944,Hollywood,57,2024-04,paid,147,0,3,8,16,4,12,25,4,13,26,0.53,2,0.48,26,5,0,1,0
U02945,Family,443,2024-11,paid,142,0,8,3,6,12,4,9,12,4,9,0.79,12,0.47,50,35,0,1,0
U02946,Family,234,2023-08,paid,131,0,7,8,24,10,12,36,10,12,36,0.81,13,0.66,67,29,0,1,0
U02947,Family,240,2023-02,paid,125,0,15,20,40,19,26,53,27,37,74,0.32,5,0.39,34,21,0,1,0
U02948,Family,147,2025-10,paid,115,0,6,9,18,7,11,23,12,19,38,0.64,13,0.39,42,15,0,1,0
U02949,Hollywood,42,2025-08,paid,145,0,6,4,8,7,5,10,9,6,12,0.62,8,0.25,58,44,0,1,1
U02950,Family,443,2023-08,organic,0,0,9,13,52,13,19,78,16,23,95,0.58,4,0.86,68,32,0,1,0
U02951,Family,222,2025-09,paid,89,0,18,15,45,23,19,58,33,27,82,0.74,2,0.67,50,2,0,1,0
U02952,Family,370,2023-08,paid,80,0,7,11,33,9,14,43,11,18,54,0.71,4,0.64,43,25,0,1,0
U02953,Hollywood,145,2025-01,paid,133,0,17,26,52,20,31,63,29,45,91,0.58,8,0.59,25,14,0,1,0
U02954,Hollywood,317,2023-03,paid,74,0,4,10,40,4,12,49,6,16,65,0.94,2,0.68,69,4,0,1,0
U02955,Family,304,2024-11,organic,0,0,16,12,24,21,16,32,33,24,49,0.88,5,0.35,69,8,0,1,0
U02956,Hollywood,49,2024-03,organic,0,0,18,26,52,26,37,75,36,52,104,0.65,5,0.56,31,1,0,1,0
U02957,Family,234,2023-07,organic,0,0,13,13,39,19,19,57,22,22,67,0.86,9,0.82,44,13,0,1,0
U02958,Family,236,2025-09,paid,87,0,5,6,18,7,9,27,7,8,25,0.46,2,0.4,20,13,0,1,0
U02959,Family,267,2023-01,paid,116,0,15,21,63,22,31,94,21,29,88,0.82,12,0.85,36,18,0,1,0
U02960,Family,2,2025-11,paid,119,1,18,14,28,24,18,37,36,28,56,0.22,12,0.78,57,3,1,0,0
U02961,Family,404,2023-11,organic,0,0,2,8,32,2,11,47,4,16,65,0.48,7,0.4,35,42,0,1,1
U02962,Hollywood,298,2023-12,paid,141,0,10,7,21,15,10,32,14,10,30,0.74,11,0.2,67,2,0,1,0
U02963,Hollywood,470,2025-11,paid,112,0,6,8,16,7,9,19,10,13,27,0.21,11,0.89,66,9,0,1,0
U02964,Hollywood,487,2023-11,paid,96,0,8,8,32,9,9,39,15,15,61,0.75,2,0.36,63,5,0,1,0
U02965,Hollywood,77,2024-08,paid,110,0,14,19,38,19,25,51,20,27,55,0.63,5,0.5,25,41,0,1,0
U02966,Family,166,2023-02,organic,0,0,2,3,9,2,3,10,4,6,19,0.3,10,0.81,56,12,0,1,0
U02967,Hollywood,293,2023-05,paid,85,0,7,29,58,10,41,83,10,41,83,0.57,12,0.51,65,25,0,1,0
U02968,Family,83,2023-12,organic,0,0,11,28,56,16,41,83,15,40,80,0.25,9,0.82,29,32,0,1,1
U02969,Family,152,2025-08,organic,0,0,4,8,32,5,10,42,5,11,45,0.37,2,0.27,64,34,0,1,1
U02970,Family,194,2025-09,organic,0,0,10,14,28,14,20,41,16,22,45,0.84,8,0.87,31,12,0,1,0
U02971,Hollywood,92,2025-03,paid,96,0,16,19,57,20,24,74,22,26,80,0.48,10,0.84,68,34,0,1,0
U02972,Family,480,2025-12,organic,0,0,6,9,27,8,12,37,12,19,57,0.21,11,0.39,41,10,0,1,0
U02973,Hollywood,310,2024-02,organic,0,0,4,6,18,4,7,21,7,11,35,0.34,4,0.33,58,8,0,1,0
U02974,Family,384,2023-06,organic,0,0,9,8,32,13,12,49,15,13,55,0.73,10,0.48,35,9,0,1,0
U02975,Family,292,2023-10,paid,147,0,9,16,48,11,21,63,14,26,79,0.89,10,0.55,59,31,0,1,0
U02976,Family,214,2023-06,paid,131,0,4,13,39,6,19,59,5,18,55,0.66,8,0.77,32,44,0,1,1
U02977,Hollywood,34,2025-01,paid,138,0,4,4,8,4,4,9,6,6,12,0.9,7,0.83,66,18,0,1,0
U02978,Hollywood,316,2025-02,organic,0,0,22,12,24,33,18,36,33,18,37,0.7,9,0.42,27,18,0,1,0
U02979,Family,203,2023-11,organic,0,0,11,12,48,13,14,58,19,21,86,0.95,12,0.71,48,22,0,1,0
U02980,Hollywood,323,2024-11,organic,0,0,2,5,15,3,7,23,3,9,28,0.84,14,0.57,41,22,0,1,0
U02981,Hollywood,42,2024-04,paid,127,0,5,13,26,6,16,32,10,27,55,0.22,3,0.23,69,3,0,1,0
U02982,Family,307,2024-03,paid,142,0,8,22,88,10,28,114,15,42,169,0.22,11,0.49,61,2,0,1,0
U02983,Family,480,2025-03,paid,112,0,21,15,45,26,18,56,36,25,77,0.62,9,0.47,45,23,0,1,0
U02984,Hollywood,194,2023-07,organic,0,0,6,9,27,7,10,32,9,14,44,0.91,7,0.5,26,34,0,1,0
U02985,Hollywood,155,2024-01,organic,0,0,14,10,30,19,14,42,25,18,54,0.8,3,0.24,34,35,0,1,0
U02986,Family,120,2025-11,organic,0,0,3,8,32,3,9,39,4,11,46,0.73,7,0.26,42,14,0,1,0
U02987,Family,472,2023-06,paid,129,0,20,25,100,25,31,126,38,47,190,0.72,9,0.73,60,0,0,1,0
U02988,Hollywood,15,2024-11,paid,135,1,9,10,30,13,14,44,16,18,54,0.25,10,0.34,37,14,1,0,0
U02989,Family,184,2025-10,organic,0,0,5,4,16,7,5,23,7,6,25,0.27,9,0.54,56,30,0,1,1
U02990,Hollywood,188,2025-10,paid,91,0,18,29,116,24,39,157,28,46,185,0.23,1,0.48,65,34,0,1,0
U02991,Family,453,2024-08,organic,0,0,5,14,42,6,17,53,8,24,74,0.82,2,0.62,33,8,0,1,0
U02992,Family,209,2025-01,paid,94,0,7,13,39,9,16,50,13,25,77,0.94,5,0.66,68,36,0,1,0
U02993,Family,490,2024-11,paid,135,0,5,7,14,7,9,19,8,11,23,0.49,1,0.32,68,4,0,1,0
U02994,Hollywood,136,2023-01,organic,0,0,6,14,56,8,20,83,12,28,112,0.62,2,0.43,61,38,0,1,1
U02995,Family,467,2024-07,paid,81,0,12,12,48,15,15,61,19,19,76,0.95,14,0.63,20,31,0,1,0
U02996,Hollywood,163,2025-12,paid,109,0,15,12,36,23,18,56,30,24,73,0.29,8,0.43,27,13,0,1,0
